oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,memory,ram,removability,battery_capacity,misc_price
Huawei,Mate S,21.82167235,8,Mali-T628,Mini-SIM,LTE,OLED,1080p,,156,1080 x 1920 ,5.5,Yes,Android,HiSilicon Kirin 935,32,3,Non-removable,2700,350
Huawei,G8,21.82167235,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Non-removable,3000,330
Huawei,P8max,21.82167235,8,Mali-T628,Mini-SIM,LTE,LTPS IPS LCD,1080p,,228,1080 x 1920 ,6.8,Yes,Android,HiSilicon Kirin 935,64,3,Non-removable,4360,400
Huawei,Ascend GX1,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,720p,173,720 x 1280 ,6,Yes,Android,Qualcomm MSM8916 Snapdragon 410,8,1,Non-removable,3500,200
Huawei,Ascend Mate7 Monarch,21.82167235,8,Mali-T628,Mini-SIM,LTE,IPS LCD,1080p,720p,185,1080 x 1920 ,6,Yes,Android,HiSilicon Kirin 925,64,3,Non-removable,4100,500
Huawei,Ascend G7,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,16,2,Non-removable,3000,260
Huawei,Ascend Mate7,21.82167235,8,Mali-T628,Mini-SIM,LTE,IPS LCD,1080p,720p,185,1080 x 1920 ,6,Yes,Android,HiSilicon Kirin 925,16,2,Non-removable,4100,340
Huawei,Ascend G730,21.82167235,4,Mali-450,Mini-SIM,HSPA,IPS LCD,720p,,180,540 x 960 ,5.5,Yes,Android,,4,1,Removable,2300,270
Huawei,Ascend Mate2 4G,21.82167235,4,Adreno 305,Mini-SIM,LTE,IPS+ LCD,1080p,,202,720 x 1280 ,6.1,Yes,Android,Qualcomm MSM8928 Snapdragon 400,16,2,Non-removable,4050,330
Lenovo,K6 Enjoy,10,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,161,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,64,4,Non-removable,3300,190
Lenovo,Tab V7,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,,195,1080 x 2160 ,6.95,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,3,Non-removable,5180,250
Lenovo,Z5s,15,8,Adreno 616,Mini-SIM,LTE,LTPS IPS LCD,2160p,1080p,172,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,128,6,Non-removable,3300,220
Lenovo,Z5 Pro GT,18,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,2160p,1080p,210,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,512,12,Non-removable,3350,400
Lenovo,Z5 Pro,18,8,Adreno 616,Mini-SIM,LTE,Super AMOLED,2160p,1080p,210,1080 x 2340 ,6.39,No,Android,Qualcomm SDM710 Snapdragon 710,64,6,Non-removable,3350,300
Lenovo,Z5,15,8,Adreno 509,Mini-SIM,LTE,IPS LCD,2160p,1080p,165,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,64,6,Non-removable,3300,200
Lenovo,K5 Note (2018),21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,,176,720 x 1440 ,6,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,4,Non-removable,3760,150
Lenovo,A5,21.82167235,4,PowerVR GE8100,Mini-SIM,LTE,IPS LCD,720p,,160,720 x 1440 ,5.45,Yes,Android,Mediatek MT6739,16,3,Non-removable,4000,120
Lenovo,K5,21.82167235,8,Mali-T860,Mini-SIM,LTE,IPS LCD,720p,,160,720 x 1440 ,5.7,Yes,Android,Mediatek MT6750V/CB,32,3,Non-removable,3000,130
Lenovo,K5 play,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,155,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,3000,110
Lenovo,S5,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,2160p,1080p,155,1080 x 2160 ,5.7,Yes,Android,Qualcomm MSM8953 Snapdragon 625,128,4,Non-removable,3000,150
Lenovo,K320t,21.82167235,4,Mali-400,Mini-SIM,LTE,IPS LCD,1080p,,153.8,720 x 1440 ,5.7,Yes,Android,Spreadtrum,32,3,Non-removable,3000,150
Lenovo,K8 Note,15,10,Mali-T880,Mini-SIM,LTE,IPS LCD,1080p,,180,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6797D Helio X23,64,4,Non-removable,4000,180
Lenovo,ZUK Edge,18,4,Adreno 530,Mini-SIM,LTE,TDDI,2160p,1080p,160,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8996 Snapdragon 821,64,4,Non-removable,3100,450
Lenovo,P2,18,8,Adreno 506,Mini-SIM,LTE,Super AMOLED,2160p,1080p,177,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,5100,240
Lenovo,K6 Note,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,4000,250
Lenovo,Phab2 Plus,21.82167235,8,Mali-T720,Mini-SIM,LTE,IPS LCD,1080p,1080p,218,1080 x 1920 ,6.4,Yes,Android,Mediatek MT8783,32,3,Non-removable,4050,250
Lenovo,Phab2,21.82167235,4,Mali-T720,Mini-SIM,LTE,IPS LCD,720p,,225,720 x 1280 ,6.4,Yes,Android,Mediatek MT8735,32,3,Non-removable,4050,230
Lenovo,A7000 Turbo,21.82167235,8,Mali-T760,Mini-SIM,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,16,2,Removable,2900,180
Lenovo,Vibe P1 Turbo,18,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,189,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939v2 Snapdragon 616,32,3,Non-removable,4900,260
Lenovo,K5 Note,21.82167235,8,Mali-T860,Mini-SIM,LTE,LTPS IPS LCD,1080p,,165,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6755 Helio P10,32,3,Non-removable,3500,190
Lenovo,Vibe K4 Note,21.82167235,8,Mali-T720,Mini-SIM,LTE,IPS LCD,1080p,,158,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6753,16,3,Non-removable,3300,190
Lenovo,Vibe X3 c78,21.82167235,8,Mali-T720,Micro-SIM,LTE,IPS LCD,1080p,,175,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6753,16,2,Non-removable,3300,320
Lenovo,Vibe X3,18,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,32,3,Non-removable,3500,300
Lenovo,Phab Plus,21.82167235,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,229,1080 x 1920 ,6.8,Yes,Android,Qualcomm MSM8939 Snapdragon 615,32,2,Non-removable,3500,250
Lenovo,Vibe P1,18,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,189,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,32,2,Non-removable,5000,380
Lenovo,ZUK Z1,18,4,Adreno 330,Mini-SIM,LTE,IPS LCD,1080p,1080p,175,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8974AC Snapdragon 801,64,3,Non-removable,4100,320
Lenovo,A616,21.82167235,4,Mali-T760,Mini-SIM,LTE,IPS LCD,,,174,480 x 854 ,5.5,Yes,Android,Mediatek MT6732M,4,0,Non-removable,2250,50
Lenovo,K80,21.82167235,4,,Mini-SIM,LTE,IPS LCD,1080p,,158,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3560,64,4,Non-removable,4000,280
Lenovo,K3 Note,21.82167235,8,Mali-T760,Mini-SIM,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,16,2,Removable,3000,150
Lenovo,A7000 Plus,21.82167235,8,Mali-T760,Mini-SIM,LTE,IPS LCD,1080p,,140,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,16,2,Removable,2900,190
Lenovo,A7000,21.82167235,8,Mali-T760,Mini-SIM,LTE,IPS LCD,1080p,720p,140,720 x 1280 ,5.5,Yes,Android,Mediatek MT6752m,8,2,Removable,2900,150
Lenovo,P90,21.82167235,4,PowerVR G6430,Mini-SIM,LTE,IPS LCD,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Intel Atom Z3560,32,2,Non-removable,4000,450
Lenovo,Golden Warrior Note 8,21.82167235,8,Mali-T760,Mini-SIM,LTE,IPS LCD,,,170,720 x 1280 ,6,Yes,Android,Mediatek MT6752,8,1,Removable,3300,160
Lenovo,A916,21.82167235,8,Mali-450,Mini-SIM,LTE,IPS LCD,,,173,720 x 1280 ,5.5,Yes,Android,Mediatek MT6592,8,1,Removable,2500,160
Lenovo,S856,21.82167235,4,Adreno 305,Mini-SIM,LTE,IPS LCD,,720p,175,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8926 Snapdragon 400,8,1,Removable,2500,210
Lenovo,Vibe Z2,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,,158,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,32,2,Non-removable,3000,430
Lenovo,A850+,21.82167235,8,Mali-450,Mini-SIM,HSPA,"Capacitive touchscreen, 16M colors",,,161,540 x 960 ,5.5,Yes,Android,Mediatek MT6592M,4,1,Removable,2500,160
Lenovo,S939,21.82167235,8,Mali-450,Mini-SIM,HSPA,IPS LCD,,,171.5,720 x 1280 ,6,Yes,Android,Mediatek MT6592,8,1,Removable,3000,180
Lenovo,A889,21.82167235,4,Mali-400,Mini-SIM,HSPA,IPS LCD,,,192,540 x 960 ,6,Yes,Android,Mediatek MT6582,8,1,Removable,2500,120
Lenovo,A880,21.82167235,4,Mali-400,Mini-SIM,HSPA,IPS LCD,,,196,540 x 960 ,6,Yes,Android,Mediatek MT6582M,8,1,Removable,2500,130
LG,V50 ThinQ 5G,18,8,Adreno 640,Mini-SIM,LTE,P-OLED,2160p,1080p,183,1440 x 3120 ,6.4,Yes,Android,Qualcomm SDM855 Snapdragon 855,128,6,Non-removable,4000,950
LG,G8s ThinQ,18,8,Adreno 640,Mini-SIM,LTE,OLED,2160p,1080p,181,1080 x 2248 ,6.2,Yes,Android,Qualcomm SDM855 Snapdragon 855,64,6,Non-removable,3550,450
LG,G8 ThinQ,21,8,Adreno 640,Mini-SIM,LTE,P-OLED,2160p,1080p,167,1440 x 3120 ,6.1,Yes,Android,Qualcomm SDM855 Snapdragon 855,128,6,Non-removable,3500,620
LG,Q60,21.82167235,8,,Mini-SIM,LTE,IPS LCD,1080p,,172,720 x 1520 ,6.26,Yes,Android,Mediatek MT6762 Helio P22,64,3,Non-removable,3500,180
LG,K50,21.82167235,8,,Mini-SIM,LTE,IPS LCD,1080p,,170,720 x 1520 ,6.26,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,3500,252
LG,K40,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,150,720 x 1440 ,5.7,Yes,Android,Mediatek MT6762 Helio P22,32,2,Non-removable,3000,144
LG,Q9,18,4,Adreno 530,Mini-SIM,LTE,IPS LCD,2160p,1080p,159,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8996 Snapdragon 821,64,4,Non-removable,3000,400
LG,V40 ThinQ,18,8,Adreno 630,Mini-SIM,LTE,P-OLED,2160p,1080p,169,1440 x 3120 ,6.4,Yes,Android,Qualcomm SDM845 Snapdragon 845,64,6,Non-removable,3300,800
LG,G7 Fit,18,4,Adreno 530,Mini-SIM,LTE,IPS LCD,2160p,1080p,158,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8996 Snapdragon 821,32,4,Non-removable,3000,400
LG,G7 One,18,8,Adreno 540,Mini-SIM,LTE,IPS LCD,2160p,1080p,156,1440 x 3120 ,6.1,Yes,Android,Qualcomm MSM8998 Snapdragon 835,32,4,Non-removable,3000,500
LG,Q8,18,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,4,Non-removable,3300,420
LG,Q Stylo 4,10,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,2,Non-removable,3300,250
LG,Q Stylus,10,8,Mali-T860,Mini-SIM,LTE,IPS LCD,1080p,,171,1080 x 2160 ,6.2,Yes,Android,Mediatek MT6750,64,4,Non-removable,3300,300
LG,V35 ThinQ,18,8,Adreno 630,Mini-SIM,LTE,P-OLED,2160p,1080p,157,1440 x 2880 ,6,Yes,Android,Qualcomm SDM845 Snapdragon 845,128,6,Non-removable,3300,700
LG,Q7,15,8,Mali-T860,Mini-SIM,LTE,IPS LCD,1080p,1080p,145,1080 x 2160 ,5.5,Yes,Android,Mediatek MT6750S,64,4,Non-removable,3000,180
LG,G7 ThinQ,18,8,Adreno 630,Mini-SIM,LTE,IPS LCD,2160p,1080p,162,1440 x 3120 ,6.1,Yes,Android,Qualcomm SDM845 Snapdragon 845,128,6,Non-removable,3000,410
LG,V30S ThinQ,18,8,Adreno 540,Mini-SIM,LTE,P-OLED,2160p,1080p,158,1440 x 2880 ,6,Yes,Android,Qualcomm MSM8998 Snapdragon 835,256,6,Non-removable,3300,650
LG,V30,18,8,Adreno 540,Mini-SIM,LTE,P-OLED,2160p,1080p,158,1440 x 2880 ,6,Yes,Android,Qualcomm MSM8998 Snapdragon 835,128,4,Non-removable,3300,420
LG,Q6,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,149,1080 x 2160 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,64,4,Non-removable,3000,150
LG,G6,18,4,Adreno 530,Mini-SIM,LTE,IPS LCD,2160p,1080p,163,1440 x 2880 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,32,4,Non-removable,3300,270
LG,X power2,18,8,Mali-T860,Mini-SIM,LTE,IPS LCD,1080p,,164,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,16,2,Non-removable,4500,180
LG,Stylo 3 Plus,21.82167235,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,,150,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8940 Snapdragon 435,32,2,Removable,3080,260
LG,Stylus 3,21.82167235,8,Mali-T860,Mini-SIM,LTE,IPS LCD,1080p,,149,720 x 1280 ,5.7,Yes,Android,Mediatek MT6750,16,3,Removable,3200,200
LG,V20,18,4,Adreno 530,Mini-SIM,LTE,IPS LCD,2160p,,174,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 820,32,4,Removable,3200,350
LG,X5,21.82167235,4,,Mini-SIM,LTE,IPS LCD,1080p,1080p,133,720 x 1280 ,5.5,Yes,Android,,16,2,Removable,2800,160
LG,X max,21.82167235,4,Mali-T720,Mini-SIM,LTE,IPS LCD,1080p,,133,720 x 1280 ,5.5,Yes,Android,Mediatek MT6735,16,2,Removable,2800,200
LG,X mach,21.82167235,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,150,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,32,3,Removable,3000,240
LG,Stylus 2 Plus,21.82167235,8,Adreno 505,Nano-SIM,LTE,IPS LCD,1080p,,146,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,16,2,Removable,2900,180
LG,Stylo 2,21.82167235,4,Adreno 306,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,144.6,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,16,2,Removable,3000,150
LG,Stylus 2,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,,145,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,16,2,Removable,3000,170
LG,Ray,21.82167235,8,Mali-450,Mini-SIM,HSPA,IPS LCD,1080p,,158,720 x 1280 ,5.5,Yes,Android,Mediatek MT6592M,16,1,Removable,3000,190
LG,G Vista 2,21.82167235,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,169.8,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8952 Snapdragon 617,16,2,Removable,3000,190
LG,V10,18,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,192,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8992 Snapdragon 808,32,4,Removable,3000,250
LG,G4 Dual,18,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,155,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,32,3,Removable,3000,280
LG,G4,18,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,155,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8992 Snapdragon 808,32,3,Removable,3000,300
LG,G Stylo,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,1080p,165.9,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,8,1,Removable,3000,180
LG,G4 Stylus,21.82167235,4,Adreno 306,Mini-SIM,LTE,IPS LCD,1080p,,163,720 x 1280 ,5.7,Yes,Android,Qualcomm MSM8916 Snapdragon 410,8,1,Removable,3000,250
LG,G Flex2,18,8,Adreno 430,Mini-SIM,LTE,Curved P-OLED,2160p,1080p,152,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8994 Snapdragon 810,16,2,Non-removable,3000,270
LG,G3 Dual-LTE,21.82167235,4,Adreno 330,Mini-SIM,LTE,True HD-IPS + LCD,2160p,1080p,149,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8975AC Snapdragon 801,32,3,Removable,3000,250
LG,G3 Screen,21.82167235,8,,Mini-SIM,LTE,IPS LCD,1080p,1080p,182,1080 x 1920 ,5.9,Yes,Android,LG Nuclun,32,2,Removable,3000,250
LG,G3 Stylus,21.82167235,4,Mali-400,Mini-SIM,HSPA,IPS LCD,1080p,,163,540 x 960 ,5.5,Yes,Android,Mediatek MT6582,8,1,Removable,3000,240
LG,G Vista,21.82167235,4,Adreno 305,Mini-SIM,LTE,IPS LCD,1080p,,167,720 x 1280 ,5.7,Yes,Android,Qualcomm Snapdragon 400,8,2,Removable,3200,270
LG,G Vista (CDMA),21.82167235,4,,Mini-SIM,LTE,"Capacitive touchscreen, 16M colors",1080p,,168.1,720 x 1280 ,5.7,Yes,Android,,8,2,Removable,3200,300
LG,G3 LTE-A,21.82167235,4,Adreno 420,Mini-SIM,LTE,True HD-IPS + LCD,2160p,1080p,154,1440 x 2560 ,5.5,Yes,Android,Qualcomm APQ8084 Snapdragon 805,32,3,Removable,3000,330
LG,G3 (CDMA),21.82167235,4,Adreno 330,Mini-SIM,LTE,True HD-IPS + LCD,2160p,1080p,149.7,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8975AC Snapdragon 801,32,3,Removable,3000,300
LG,G3,21.82167235,4,Adreno 330,Mini-SIM,LTE,True HD-IPS + LCD,2160p,1080p,149,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8974AC Snapdragon 801,16,2,Removable,3000,300
LG,G Pro 2,21.82167235,4,Adreno 330,Mini-SIM,LTE,True IPS+ LCD,2160p,1080p,172,1080 x 1920 ,5.9,Yes,Android,Qualcomm MSM8974 Snapdragon 800,16,3,Removable,3200,310
LG,GX F310L,21.82167235,4,Adreno 320,Mini-SIM,LTE,True Full HD IPS Plus LCD,1080p,1080p,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm Snapdragon 600,32,2,Removable,3140,250
LG,G Flex,21.82167235,4,Adreno 330,Mini-SIM,LTE,Curved P-OLED,1080p,1080p,177,720 x 1280 ,6,Yes,Android,Qualcomm MSM8974 Snapdragon 800,32,2,Non-removable,3500,360
Motorola,Moto G7 Plus,27,8,Adreno 509,Mini-SIM,LTE,LTPS IPS LCD,2160p,2160p,176,1080 x 2270 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,64,4,Non-removable,3000,300
Motorola,Moto G7,15,8,Adreno 506,Mini-SIM,LTE,LTPS IPS LCD,2160p,1080p,172,1080 x 2270 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,64,4,Non-removable,3000,250
Motorola,Moto G7 Power,15,8,Adreno 506,Mini-SIM,LTE,LTPS IPS LCD,2160p,1080p,193,720 x 1570 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,64,4,Non-removable,5000,210
Motorola,Moto G7 Play,10,8,Adreno 506,Mini-SIM,LTE,IPS LCD,2160p,1080p,149,720 x 1512 ,5.7,Yes,Android,Qualcomm SDM632 Snapdragon 632,32,2,Non-removable,3000,150
Motorola,One (P30 Play),15,8,Adreno 506,Mini-SIM,LTE,LTPS IPS LCD,2160p,1080p,162,720 x 1520 ,5.9,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,3000,220
Motorola,One Power (P30 Note),15,8,Adreno 509,Mini-SIM,LTE,LTPS IPS LCD,2160p,1080p,205,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,64,4,Non-removable,5000,270
Motorola,Moto Z3,15,8,Adreno 540,Mini-SIM,LTE,Super AMOLED,2160p,1080p,156,1080 x 2160 ,6.01,No,Android,Qualcomm MSM8998 Snapdragon 835,128,6,Non-removable,3000,480
Motorola,Moto Z3 Play,15,8,Adreno 509,Mini-SIM,LTE,Super AMOLED,2160p,1080p,156,1080 x 2160 ,6.01,No,Android,Qualcomm SDM636 Snapdragon 636,128,6,Non-removable,3000,400
Motorola,Moto E5 Play Go,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,150,480 x 960 ,5.84,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,1,Removable,2100,110
Motorola,Moto E5 Plus,10,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,196.6,720 x 1440 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,32,3,Non-removable,5000,160
Motorola,Moto G6 Play,10,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,175,720 x 1440 ,5.7,Yes,Android,Qualcomm MSM8937 Snapdragon 430,32,3,Non-removable,4000,150
Motorola,P30,18,8,Adreno 509,Mini-SIM,LTE,IPS LCD,1080p,1080p,170,1080 x 2246 ,6.2,Yes,Android,Qualcomm SDM636 Snapdragon 636,64,6,Non-removable,3000,320
Motorola,Moto G6 Plus,15,8,Adreno 508,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,2160p,1080p,167,1080 x 2160 ,5.9,Yes,Android,Qualcomm SDM630 Snapdragon 630,64,4,Non-removable,3200,260
Motorola,Moto G6,15,8,Adreno 506,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,167,1080 x 2160 ,5.7,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,4,Non-removable,3000,180
Motorola,Moto G5S Plus,15,8,Adreno 506,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,2160p,1080p,168,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,64,4,Non-removable,3000,160
Motorola,Moto Z2 Force,15,8,Adreno 540,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,P-OLED,2160p,,143,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8998 Snapdragon 835,64,6,Non-removable,2730,320
Motorola,Moto E4 Plus,15,4,Mali-T720,Mini-SIM,LTE,IPS LCD,720p,,198,720 x 1280 ,5.5,Yes,Android,Mediatek MT6737,16,3,Non-removable,5000,110
Motorola,Moto E4 Plus (USA),15,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,181,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8920 Snapdragon 427,16,2,Non-removable,5000,180
Motorola,Moto Z2 Play,15,8,Adreno 506,Mini-SIM,LTE,Super AMOLED,2160p,1080p,145,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,64,4,Non-removable,3000,230
Motorola,Moto M,10,8,Mali-T860,Mini-SIM,LTE,IPS LCD,1080p,,163,1080 x 1920 ,5.5,Yes,Android,Mediatek Helio P10,64,4,Non-removable,3050,190
Motorola,Moto Z Play,15,8,Adreno 506,Mini-SIM,LTE,Super AMOLED,2160p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,32,3,Non-removable,3510,220
Motorola,Moto Z Force,15,4,Adreno 530,Mini-SIM,LTE,AMOLED,2160p,1080p,163,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8996 Snapdragon 820,32,4,Non-removable,3500,270
Motorola,Moto Z,15,4,Adreno 530,Mini-SIM,LTE,AMOLED,2160p,1080p,136,1440 x 2560 ,5.5,No,Android,Qualcomm MSM8996 Snapdragon 820,32,4,Non-removable,2600,220
Motorola,Moto G4 Plus,15,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8952 Snapdragon 617,64,4,Non-removable,3000,160
Motorola,Moto G4,15,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,155,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8952 Snapdragon 617,16,2,Non-removable,3000,130
Motorola,Droid Maxx 2,15,8,Adreno 405,Mini-SIM,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Non-removable,3630,300
Motorola,Moto X Style,15,6,Adreno 418,Mini-SIM,LTE,IPS LCD,2160p,1080p,179,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8992 Snapdragon 808,16,3,Non-removable,3000,260
Motorola,Moto X Play Dual SIM,15,8,Adreno 405,Dual SIM (Mini-SIM),LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Non-removable,3630,250
Motorola,Moto X Play,15,8,Adreno 405,Nano-SIM,LTE,IPS LCD,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,16,2,Non-removable,3630,240
Motorola,Nexus 6,21.82167235,4,Adreno 420,Nano-SIM,LTE,AMOLED,2160p,,184,1440 x 2560 ,5.96,Yes,Android,Qualcomm APQ8084 Snapdragon 805,32,3,Non-removable,3220,420
Nokia,X71,18,8,Adreno 512,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,2160p,1080p,180,1080 x 2316 ,6.39,Yes,Android,Qualcomm SDM660 Snapdragon 660,128,6,Non-removable,3500,290
