oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,memory,ram,removability,battery_capacity,misc_price
vivo,V19 (Indonesia),18,8,Adreno 612,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,176,1080 x 2400 ,6.44,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,8,Non-removable,4500,270
vivo,Z6 5G,44,8,Adreno 620,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",5G,IPS LCD,4K,1080p,201,1080 x 2400 ,6.57,Yes,Android,Qualcomm SDM765 Snapdragon 765G,128,6,Non-removable,5000,297.49
vivo,iQOO 3 5G,55,8,Adreno 650,Nano-SIM,5G,Super AMOLED,4K,1080p,214.5,1080 x 2400 ,6.44,Yes,Android,Qualcomm SM8250 Snapdragon 865,128,6,Non-removable,4400,472.79
vivo,X30 Pro,33,8,Mali-G76,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,Super AMOLED,4K,1080p,198.5,1080 x 2400 ,6.44,Yes,Android,Exynos 980,128,8,Non-removable,4350,519.99
vivo,X30,33,8,Mali-G76,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,Super AMOLED,4K,1080p,196.5,1080 x 2400 ,6.44,Yes,Android,Exynos 980,128,8,Non-removable,4350,420
vivo,V17,18,8,Adreno 612,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,176,1080 x 2400 ,6.44,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,8,Non-removable,4500,329
vivo,iQOO Neo 855 Racing,33,8,Adreno 640,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,198.5,1080 x 2340 ,6.38,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4500,330
vivo,Z5i,18,8,Adreno 612,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,193,1080 x 2340 ,6.53,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,8,Non-removable,5000,230
vivo,V17 (Russia),18,8,Adreno 610,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,186.7,1080 x 2340 ,6.38,Yes,Android,Qualcomm SDM665 Snapdragon 665,128,8,Non-removable,4500,330
vivo,S1 Pro,18,8,Adreno 610,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,1080p,1080p,186.7,1080 x 2340 ,6.38,Yes,Android,Qualcomm SDM665 Snapdragon 665,128,8,Non-removable,4500,242.16
vivo,Y3 Standard,10,8,Adreno 505,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,191.5,720 x 1544 ,6.35,Yes,Android,Qualcomm SDM439 Snapdragon 439,64,3,Non-removable,5000,130
vivo,Y19,18,8,Mali-G52,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,193,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6768 Helio P65,128,4,Non-removable,5000,270
vivo,iQOO Neo 855,33,8,Adreno 640,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,198.5,1080 x 2340 ,6.38,Yes,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,4500,260
vivo,Y11 (2019),10,8,Adreno 505,Nano-SIM,LTE,IPS LCD,1080p,1080p,190.5,720 x 1544 ,6.35,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,3,Non-removable,5000,131.88
vivo,Y3 (4GB+64GB),18,8,PowerVR GE8320,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,190,720 x 1544 ,6.35,Yes,Android,Mediatek MT6765 Helio P35,64,4,Non-removable,5000,140
vivo,Y3,18,8,PowerVR GE8320,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,190.5,720 x 1544 ,6.35,Yes,Android,Mediatek MT6765 Helio P35,128,4,Non-removable,5000,190
vivo,NEX 3 5G,44,8,Adreno 640,Nano-SIM,5G,Super AMOLED,4K,1080p,218.5,1080 x 2256 ,6.89,Yes,Android,Qualcomm SM8150 Snapdragon 855+,256,8,Non-removable,4500,730
vivo,V17 Pro,18,8,Adreno 612,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,201.8,1080 x 2400 ,6.44,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,8,Non-removable,4100,399.9
vivo,NEX 3,44,8,Adreno 640,Nano-SIM,LTE,Super AMOLED,4K,1080p,217.3,1080 x 2256 ,6.89,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4500,640
vivo,Z1x,22.5,8,Adreno 616,Mini-SIM,LTE,Super AMOLED,4K,1080p,189.6,1080 x 2340 ,6.38,Yes,Android,Qualcomm SDM712 Snapdragon 712,64,6,Non-removable,4500,239.9
vivo,iQOO Pro 5G,44,8,Adreno 640,Mini-SIM,5G,Super AMOLED,4K,1080p,217,1080 x 2340 ,6.41,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4500,500
vivo,iQOO Pro,44,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,215,1080 x 2340 ,6.41,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4500,410
vivo,Y90,21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,720p,163.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6761 Helio A22,16,2,Non-removable,4030,90
vivo,V17 Neo,18,8,Mali-G52,Mini-SIM,LTE,Super AMOLED,1080p,1080p,179,1080 x 2340 ,6.38,Yes,Android,Mediatek MT6768 Helio P65,128,6,Non-removable,4500,280
vivo,Z1Pro,18,8,Adreno 616,Mini-SIM,LTE,IPS LCD,4K,1080p,201,1080 x 2340 ,6.53,Yes,Android,Qualcomm SDM712 Snapdragon 712,64,4,Non-removable,5000,199
vivo,iQOO Neo,22.5,8,Adreno 630,Mini-SIM,LTE,Super AMOLED,4K,1080p,198.5,1080 x 2340 ,6.38,Yes,Android,Qualcomm SDM845 Snapdragon 845,64,6,Non-removable,4500,250
vivo,Z5x,18,8,Adreno 616,Mini-SIM,LTE,IPS LCD,1080p,1080p,204.1,1080 x 2340 ,6.53,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,4,Non-removable,5000,200
vivo,S1 Pro (China),18,8,Adreno 612,Mini-SIM,LTE,Super AMOLED,4K,1080p,185,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,6,Non-removable,3700,310
vivo,Z3x,21.82167235,8,Adreno 512,Mini-SIM,LTE,IPS LCD,1080p,,150,1080 x 2280 ,6.26,Yes,Android,Qualcomm SDM660 Snapdragon 660,64,4,Non-removable,3260,160
vivo,Y17,18,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,190.5,720 x 1544 ,6.35,Yes,Android,Mediatek MT6765 Helio P35,128,4,Non-removable,5000,230
vivo,Y12,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,190.5,720 x 1544 ,6.35,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,5000,249
vivo,S1 (China),18,8,Mali-G72,Mini-SIM,LTE,IPS LCD,4K,1080p,189.5,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6771 Helio P70,128,6,Non-removable,3940,260
vivo,Y91i (India),21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,16,2,Non-removable,4030,100
Xiaomi,Redmi 9,18,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,198,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio G80,32,3,Non-removable,5020,129
Xiaomi,Redmi 10X Pro 5G,33,8,Mali-G57,Mini-SIM,5G,AMOLED,4K,1080p,208,1080 x 2400 ,6.57,Yes,Android,MediaTek MT6875 Dimensity 820 5G,128,8,Non-removable,4520,290
Xiaomi,Redmi 10X 5G,22.5,8,Mali-G57,Mini-SIM,5G,AMOLED,4K,1080p,205,1080 x 2400 ,6.57,Yes,Android,MediaTek MT6875 Dimensity 820 5G,64,6,Non-removable,4520,200
Xiaomi,Redmi 10X 4G,18,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,199,1080 x 2340 ,6.53,Yes,Android,MediaTek Helio G85,128,4,Non-removable,5020,199.99
Xiaomi,Redmi K30i 5G,30,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,208,1080 x 2400 ,6.67,Yes,Android,Qualcomm SDM765 Snapdragon 765G,128,6,Non-removable,4800,250
Xiaomi,Poco F2 Pro,30,8,Adreno 650,Mini-SIM,5G,Super AMOLED,8K,1080p,219,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM8250 Snapdragon 865,128,6,Non-removable,4700,422
Xiaomi,Redmi K30 5G Racing,30,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,208,1080 x 2400 ,6.67,Yes,Android,Qualcomm SDM768 Snapdragon 768G,128,6,Non-removable,4500,260
Xiaomi,Redmi Note 9 Pro,30,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,209,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM7125 Snapdragon 720G,64,6,Non-removable,5020,225.99
Xiaomi,Redmi Note 9,18,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,199,1080 x 2340 ,6.53,Yes,Android,MediaTek Helio G85,64,3,Non-removable,5020,150
Xiaomi,Mi Note 10 Lite,30,8,Adreno 618,Mini-SIM,LTE,AMOLED,4K,1080p,204,1080 x 2340 ,6.47,Yes,Android,Qualcomm SDM730 Snapdragon 730G,64,6,Non-removable,5260,265.99
Xiaomi,Mi 10 Youth 5G,20,8,Adreno 620,Mini-SIM,5G,Super AMOLED,4K,1080p,192,1080 x 2400 ,6.57,Yes,Android,Qualcomm SDM765 Snapdragon 765G,64,6,Non-removable,4160,348.99
Xiaomi,Mi 10 Lite 5G,20,8,Adreno 620,Mini-SIM,5G,AMOLED,4K,1080p,192,1080 x 2400 ,6.57,Yes,Android,Qualcomm SDM765 Snapdragon 765G,64,6,Non-removable,4160,290.21
Xiaomi,Redmi K30 Pro Zoom,33,8,Adreno 650,Mini-SIM,5G,Super AMOLED,8K,1080p,218,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4700,609.99
Xiaomi,Redmi K30 Pro,30,8,Adreno 650,Mini-SIM,5G,Super AMOLED,8K,1080p,218,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM8250 Snapdragon 865,128,6,Non-removable,4700,485.99
Xiaomi,Redmi Note 9S,18,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,209,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM7125 Snapdragon 720G,64,4,Non-removable,5020,185.26
Xiaomi,Redmi Note 9 Pro Max,33,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,209,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM7125 Snapdragon 720G,64,6,Non-removable,5020,180
Xiaomi,Redmi Note 9 Pro (India),18,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,209,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM7125 Snapdragon 720G,64,4,Non-removable,5020,167.988
Xiaomi,Black Shark 3,65,8,Adreno 650,Mini-SIM,5G,AMOLED,4K,1080p,222,1080 x 2400 ,6.67,Yes,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4720,535
Xiaomi,Mi 10 Pro 5G,50,8,Adreno 650,Mini-SIM,5G,Super AMOLED,8K,1080p,208,1080 x 2340 ,6.67,No,Android,Qualcomm SM8250 Snapdragon 865,256,8,Non-removable,4500,839.99
Xiaomi,Mi 10 5G,30,8,Adreno 650,Mini-SIM,5G,Super AMOLED,8K,1080p,208,1080 x 2340 ,6.67,No,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4780,555.99
Xiaomi,Redmi 8A Pro,18,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,188,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,2,Non-removable,5000,90
Xiaomi,Redmi 8A Dual,18,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,188,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,2,Non-removable,5000,80
Xiaomi,Poco X2,27,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,208,1080 x 2400 ,6.67,Yes,Android,Qualcomm SDM730 Snapdragon 730G,64,6,Non-removable,4500,200
Xiaomi,Redmi K30,27,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,208,1080 x 2400 ,6.67,Yes,Android,Qualcomm SDM730 Snapdragon 730G,64,6,Non-removable,4500,246.99
Xiaomi,Redmi K30 5G,30,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,208,1080 x 2400 ,6.67,Yes,Android,Qualcomm SDM765 Snapdragon 765G,64,6,Non-removable,4500,289.99
Xiaomi,Redmi Note 8T,18,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,200,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM665 Snapdragon 665,32,3,Non-removable,4000,139.99
Xiaomi,Mi Note 10 Pro,30,8,Adreno 618,Mini-SIM,LTE,AMOLED,4K,1080p,208,1080 x 2340 ,6.47,Yes,Android,Qualcomm SDM730 Snapdragon 730G,256,8,Non-removable,5260,505.99
Xiaomi,Mi Note 10,30,8,Adreno 618,Mini-SIM,LTE,AMOLED,4K,1080p,208,1080 x 2340 ,6.47,Yes,Android,Qualcomm SDM730 Snapdragon 730G,128,6,Non-removable,5260,329.99
Xiaomi,Mi CC9 Pro,30,8,Adreno 618,Mini-SIM,LTE,AMOLED,4K,1080p,208,1080 x 2340 ,6.47,Yes,Android,Qualcomm SDM730 Snapdragon 730G,128,6,Non-removable,5260,459.99
Xiaomi,Redmi 8,18,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,188,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,3,Non-removable,5000,109.99
Xiaomi,Redmi 8A,18,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,188,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,32,2,Non-removable,5000,95.64
Xiaomi,Mi 9 Pro 5G,40,8,Adreno 640,Mini-SIM,5G,Super AMOLED,4K,1080p,196,1080 x 2340 ,6.39,No,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4000,579.99
Xiaomi,Mi 9 Pro,40,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,196,1080 x 2340 ,6.39,No,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4000,500
Xiaomi,Redmi K20 Pro Premium,27,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,191,1080 x 2340 ,6.39,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4000,450
Xiaomi,Mi 9 Lite,18,8,Adreno 616,Mini-SIM,LTE,Super AMOLED,4K,1080p,179,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,6,Non-removable,4030,258.89
Xiaomi,Redmi Note 8 Pro,18,8,Mali-G76,Mini-SIM,LTE,IPS LCD,4K,1080p,200,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio G90T,64,6,Non-removable,4500,175.99
Xiaomi,Black Shark 2 Pro,27,8,Adreno 640,Mini-SIM,LTE,AMOLED,4K,1080p,205,1080 x 2340 ,6.39,No,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4000,429.99
Xiaomi,Mi A3,18,8,Adreno 610,Mini-SIM,LTE,Super AMOLED,4K,1080p,173.8,720 x 1560 ,6.09,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,4030,174.9
Xiaomi,Redmi 7A,10,8,Adreno 505,Mini-SIM,LTE,IPS LCD,1080p,1080p,165,720 x 1440 ,5.45,Yes,Android,Qualcomm SDM439 Snapdragon 439,16,2,Non-removable,4000,83.47
Xiaomi,Mi CC9e,18,8,Adreno 610,Mini-SIM,LTE,Super AMOLED,4K,1080p,173.8,720 x 1560 ,6.01,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,4030,170
Xiaomi,Mi CC9,18,8,Adreno 616,Mini-SIM,LTE,Super AMOLED,4K,1080p,179,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,6,Non-removable,4030,260
Xiaomi,Redmi Note 8,18,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,190,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM665 Snapdragon 665,32,3,Non-removable,4000,142.87
Xiaomi,Mi 9T Pro,27,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,191,1080 x 2340 ,6.39,Yes,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,4000,536.29
Xiaomi,Mi 9T,18,8,Adreno 618,Mini-SIM,LTE,AMOLED,4K,1080p,191,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM730 Snapdragon 730,64,6,Non-removable,4000,279.99
Xiaomi,Redmi K20,18,8,Adreno 618,Mini-SIM,LTE,Super AMOLED,4K,1080p,191,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM730 Snapdragon 730,64,6,Non-removable,4000,299.856
Xiaomi,Redmi K20 Pro,27,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,191,1080 x 2340 ,6.39,Yes,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,4000,299.988
Xiaomi,Redmi Note 7S,18,8,Adreno 512,Mini-SIM,LTE,IPS LCD,1080p,1080p,186,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM660 Snapdragon 660,32,3,Non-removable,4000,140
Xiaomi,Redmi Y3,10,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,180,720 x 1520 ,6.26,Yes,Android,Qualcomm SDM632 Snapdragon 632,32,3,Non-removable,4000,120
Xiaomi,Redmi 5 Plus (Redmi Note 5),10,8,Adreno 506,Mini-SIM,LTE,IPS LCD,4K,1080p,180,1080 x 2160 ,5.99,Yes,Android,Qualcomm MSM8953 Snapdragon 625,32,3,Non-removable,4000,141.6
Google,Pixel 4 XL,18,8,Adreno 640,"Dual SIM (Nano-SIM, dual stand-by)",LTE,P-OLED,4K,1080p,193,1440 x 3040 ,6.3,No,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,3700,479.99
Google,Pixel 4,18,8,Adreno 640,"Dual SIM (Nano-SIM, dual stand-by)",LTE,P-OLED,4K,1080p,162,1080 x 2280 ,5.7,No,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,2800,524.52
Google,Pixel 3a XL,18,8,Adreno 615,"Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,4K,1080p,167,1080 x 2160 ,6,Yes,Android,Qualcomm SDM670 Snapdragon 670,64,4,Non-removable,3700,261.6
Google,Pixel 3a,18,8,Adreno 615,"Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,4K,1080p,147,1080 x 2220 ,5.6,Yes,Android,Qualcomm SDM670 Snapdragon 670,64,4,Non-removable,3000,212.16
Huawei,Enjoy 20 Pro,22.5,8,Mali-G57,"Dual SIM (Nano-SIM, dual stand-by)",5G,IPS LCD,4K,1080p,192,1080 x 2400 ,6.5,Yes,Android,MediaTek MT6873V Dimensity 800 5G,128,6,Non-removable,4000,250
Huawei,Enjoy Z 5G,22.5,8,Mali-G57,"Dual SIM (Nano-SIM, dual stand-by)",5G,IPS LCD,4K,1080p,182,1080 x 2400 ,6.5,Yes,Android,MediaTek MT6873V Dimensity 800 5G,64,6,Non-removable,4000,220
Huawei,P Smart S,10,8,Mali-G51,"Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,1080p,1080p,163,1080 x 2400 ,6.3,Yes,Android,Kirin 710F,128,4,Non-removable,4000,260
Huawei,Y8p,10,8,Mali-G51,Dual SIM (Mini-SIM),LTE,OLED,1080p,1080p,163,1080 x 2400 ,6.3,Yes,Android,Kirin 710F,128,4,Non-removable,4000,240
Huawei,P40 lite 5G,40,8,Mali-G57,Dual SIM (Mini-SIM),5G,LTPS IPS LCD,4K,1080p,189,1080 x 2400 ,6.5,Yes,Android,Kirin 820 5G,128,6,Non-removable,4000,369.95
Huawei,P30 Pro New Edition,40,8,Mali-G76,Dual SIM,LTE,OLED,4K,1080p,192,1080 x 2340 ,6.47,No,Android,Kirin 980,256,8,Non-removable,4200,743.24
Huawei,Y8s,10,8,Mali-G51,Dual SIM,LTE,IPS LCD,1080p,1080p,180,1080 x 2340 ,6.5,Yes,Android,Kirin 710,64,4,Non-removable,4000,140
Huawei,Y6p,10,8,PowerVR GE8320,Dual SIM,LTE,IPS LCD,1080p,1080p,185,720 x 1600 ,6.3,Yes,Android,Mediatek MT6762R Helio P22,32,3,Non-removable,5000,128.42
Huawei,Y5p,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,144,720 x 1440 ,5.45,Yes,Android,Mediatek MT6762R Helio P22,32,2,Non-removable,3020,84.9
Huawei,P smart 2020,10,8,Mali-G51,Mini-SIM,LTE,LTPS IPS LCD,1080p,1080p,160,1080 x 2340 ,6.21,Yes,Android,Kirin 710,128,4,Non-removable,3400,179.99
Huawei,nova 7 Pro 5G,40,8,Mali-G77,Mini-SIM,5G,OLED,4K,4K,178,1080 x 2340 ,6.57,No,Android,Kirin 985 5G,128,8,Non-removable,4000,552.79
Huawei,nova 7 5G,40,8,Mali-G77,Mini-SIM,5G,OLED,4K,4K,180,1080 x 2400 ,6.53,No,Android,Kirin 985 5G,128,8,Non-removable,4000,454.39
Huawei,nova 7 SE,40,8,Mali-G57,Mini-SIM,5G,LTPS IPS LCD,4K,1080p,189,1080 x 2400 ,6.5,Yes,Android,Kirin 820 5G,128,8,Non-removable,4000,320
Huawei,P40 Pro+,40,8,Mali-G76,Mini-SIM,5G,OLED,4K,4K,226,1200 x 2640 ,6.58,No,Android,Kirin 990 5G,256,8,Non-removable,4200,1400
Huawei,P40 Pro,40,8,Mali-G76,Mini-SIM,5G,OLED,4K,4K,209,1200 x 2640 ,6.58,No,Android,Kirin 990 5G,128,8,Non-removable,4200,799.99
Huawei,P40,22.5,8,Mali-G76,Mini-SIM,5G,OLED,4K,4K,175,1080 x 2340 ,6.1,No,Android,Kirin 990 5G,128,6,Non-removable,3800,528.99
Huawei,P40 lite E,10,8,Mali-G51,Mini-SIM,LTE,IPS LCD,1080p,1080p,176,720 x 1560 ,6.39,Yes,Android,Kirin 710F,64,4,Non-removable,4000,160
Huawei,P40 lite,40,8,Mali-G52,Mini-SIM,LTE,LTPS IPS LCD,1080p,1080p,183,1080 x 2310 ,6.4,Yes,Android,Kirin 810,128,6,Non-removable,4200,206
Huawei,P30 lite New Edition,18,8,Mali-G51,Mini-SIM,LTE,IPS LCD,1080p,1080p,152.9,1080 x 2312 ,6.15,Yes,Android,Kirin 710,256,6,Non-removable,3340,227.21
Huawei,Y7p,10,8,Mali-G51,Mini-SIM,LTE,IPS LCD,1080p,1080p,176,720 x 1560 ,6.39,Yes,Android,Kirin 710F,64,4,Non-removable,4000,140
Huawei,nova 7i,40,8,Mali-G52,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,1080p,1080p,183,1080 x 2310 ,6.4,Yes,Android,Kirin 810,128,8,Non-removable,4200,258.48
Huawei,Y6s (2019),21.82167235,8,PowerVR GE8320,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,150,720 x 1560 ,6.09,Yes,Android,Mediatek MT6765 Helio P35,32,3,Non-removable,3020,107.99
Huawei,P smart Pro 2019,10,8,Mali-G51,Nano-SIM,LTE,LTPS IPS LCD,1080p,1080p,206,1080 x 2340 ,6.59,Yes,Android,Kirin 710F,128,6,Non-removable,4000,290
Huawei,nova 6 5G,40,8,Mali-G76,"Dual SIM (Nano-SIM, dual stand-by)",5G,LTPS IPS LCD,4K,4K,212,1080 x 2400 ,6.57,Yes,Android,Kirin 990,128,8,Non-removable,4200,540
Huawei,nova 6,40,8,Mali-G76,Nano-SIM,LTE,LTPS IPS LCD,4K,4K,197,1080 x 2400 ,6.57,Yes,Android,Kirin 990,128,8,Non-removable,4100,359.99
Huawei,nova 6 SE,40,8,Mali-G52,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,1080p,1080p,183,1080 x 2310 ,6.4,Yes,Android,Kirin 810,128,8,Non-removable,4200,280
Huawei,Y9s,10,8,Mali-G51,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,1080p,1080p,206,1080 x 2340 ,6.59,Yes,Android,Kirin 710F,128,6,Non-removable,4000,239.88
Huawei,nova 5z,20,8,Mali-G52,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,4K,1080p,178,1080 x 2340 ,6.26,Yes,Android,Kirin 810,64,6,Non-removable,4000,200
Huawei,Enjoy 10s,10,8,Mali-G51,Nano-SIM,LTE,OLED,1080p,1080p,163,1080 x 2400 ,6.3,Yes,Android,Kirin 710F,64,6,Non-removable,4000,200
Huawei,Enjoy 10,10,8,Mali-G51,Nano-SIM,LTE,IPS LCD,1080p,1080p,176,720 x 1560 ,6.39,Yes,Android,Kirin 710F,64,4,Non-removable,4000,150
Huawei,Mate 30 RS Porsche Design,40,8,Mali-G76,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,OLED,4K,1080p,198,1176 x 2400 ,6.53,No,Android,Kirin 990 5G,512,12,Non-removable,4500,1700
Huawei,Mate 30 Pro 5G,40,8,Mali-G76,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,OLED,4K,1080p,198,1176 x 2400 ,6.53,No,Android,Kirin 990 5G,128,8,Non-removable,4500,864.99
Huawei,Mate 30 Pro,40,8,Mali-G76,eSIM,LTE,OLED,4K,1080p,198,1176 x 2400 ,6.53,No,Android,Kirin 990,128,8,Non-removable,4500,713.35
Huawei,Mate 30 5G,40,8,Mali-G76,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,OLED,4K,1080p,196,1080 x 2340 ,6.62,Yes,Android,Kirin 990 5G,128,6,Non-removable,4200,650
Huawei,Mate 30,40,8,Mali-G76,"Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,4K,1080p,196,1080 x 2340 ,6.62,Yes,Android,Kirin 990,128,6,Non-removable,4200,550
